,,Indoor Environmental Quality Indicators,,,,,,,Human Physiological Responses Indocators,,,,Survey,
#,DATE TIME (PST),Temperature (°C ),RH (%),CO2(ppm),PM2.5,Diff PM2.5,Acoustics(dBA),Lighting(lux),EDA(microS),Skin Temperature (°C ),Stress level,Heart rate,IAQ Evaluation,Thermal Comfort
34,11/12/22 19:10,22.68,41.785,356,21.028,2.477,,112,,,,,-3,-2
35,11/12/22 19:20,22.73,42.041,371,20.309,-0.719,,112,,,,,-3,-2
36,11/12/22 19:30,22.7,42.407,375,20.441,0.132,,110,,,,,-3,-2
1,11/16/22 10:30,19.25,100,408,24.576,,,120,,,66,83,0,0
2,11/16/22 10:40,20.41,32.672,394,23.262,-1.314,,126,,,50,81,0,0
3,11/16/22 10:50,20.86,30.792,390,23.092,-0.17,,130,,,72,93,0,0
4,11/16/22 11:00,21.22,29.358,369,23.952,0.86,,132,,,69,85,0,0
5,11/16/22 11:10,21.53,28.333,358,24.092,0.14,,138,,,12,68,0,0
6,11/16/22 11:20,21.72,27.917,343,23.655,-0.437,,142,,,30,82,0,0
7,11/16/22 11:30,21.94,27.216,364,24.216,0.561,,148,,,15,,0,0
8,11/16/22 11:40,22.08,26.843,380,25.497,1.281,,150,,,33,79,0,0
9,11/16/22 11:50,22.18,27.002,389,26.071,0.574,,152,,,28,81,0,0
10,11/16/22 12:00,22.3,26.691,383,26.892,0.821,,157,,,6,64,0,0
11,11/16/22 12:10,22.42,26.563,393,25.357,-1.535,,161,,,11,75,0,0
12,11/16/22 12:20,22.54,25.983,394,23.999,-1.358,,168,,,6,66,0,0
13,11/16/22 12:30,22.66,25.525,408,22.933,-1.066,,169,,,7,64,0,0
14,11/16/22 12:40,22.73,25.122,396,24.252,1.319,,174,,,6,62,0,0
15,11/16/22 12:50,22.85,24.567,372,27.821,3.569,,178,,,57,,0,0
16,11/16/22 13:00,22.94,100,403,27.771,-0.05,,190,,,59,86,0,0
17,11/16/22 13:10,23.02,100,414,25.174,-2.597,53.9,189,,,62,83,0,0
18,11/16/22 13:20,23.04,100,435,30.464,5.29,57.2,183,,,43,,0,0
19,11/16/22 13:30,23.04,100,403,29.232,-1.232,59.4,179,,,63,83,0,0
20,11/16/22 13:40,23.06,25.94,416,23.99,-5.242,58.4,177,,,44,,0,0
21,11/16/22 13:50,23.09,25.568,437,23.449,-0.541,60.6,172,,,48,83,0,0
22,11/16/22 14:00,23.11,25.232,442,24.2,0.751,56.8,168,,,63,93,0,0
23,11/16/22 14:10,23.14,25.641,433,27.902,3.702,55.6,163,,,57,,0,0
24,11/16/22 14:20,23.14,25.153,463,27.185,-0.717,58,161,,,67,,0,0
25,11/16/22 14:30,23.16,25.33,436,26.959,-0.226,54.9,156,,,45,78,0,0
26,11/16/22 14:40,23.21,25.11,438,27.571,0.612,56,152,0.0021005,28.25375958,54,77,0,0
27,11/16/22 14:50,23.26,25.11,442,29.452,1.881,58.4,146,0.0459465,29.0122187,30,78,0,0
28,11/16/22 15:00,23.33,25.067,447,30.341,0.889,55.6,144,0.100767,28.72447088,35,79,0,-1
29,11/16/22 15:10,23.42,25.122,436,31.819,1.478,56.5,141,0.125296,28.67818167,59,91,0,-1
30,11/16/22 15:20,23.42,25.281,453,33.713,1.894,53.7,135,0.1583745,28.26426667,62,81,0,-1
31,11/16/22 15:30,23.42,25.317,453,34.677,0.964,54.1,133,0.20524925,28.24337229,52,81,0,-1
32,11/16/22 15:40,23.45,25.415,451,36.036,1.359,60.3,126,0.15462025,28.00948253,34,79,0,-1
33,11/16/22 15:50,23.42,25.378,464,36.063,0.027,60.3,125,0.2243425,27.60417559,58,92,0,-1
34,11/16/22 16:00,23.52,25.098,462,36.824,0.761,60.3,122,0.3613615,27.628075,44,82,0,-1
35,11/16/22 16:10,23.4,25,436,31.022,-5.802,57,116,0.32579425,27.33874043,35,,0,-1
36,11/16/22 16:20,23.38,24.994,436,29.546,-1.476,55.6,113,0.38799275,27.13435167,24,78,0,-1
37,11/16/22 16:30,23.28,24.762,453,28.482,-1.064,63.2,109,0.45535875,27.09102167,17,70,0,-1
38,11/16/22 16:40,23.28,25.018,458,26.563,-1.919,57.2,102,0.371541,26.985455,5,,0,-1
39,11/16/22 16:50,23.21,24.634,407,23.307,-3.256,58.9,98,0.38665575,26.97604167,17,,0,-1
40,11/16/22 17:00,23.09,24.335,376,22.626,-0.681,62,97,0.34664625,27.00160768,22,,0,-2
41,11/16/22 17:10,23.09,24.042,355,23.315,0.689,66.1,92,0.30478575,26.84681364,19,,0,-2
42,11/16/22 17:20,23.09,23.73,355,24.155,0.84,62.2,90,0.3210785,26.73035,28,77,0,-2
43,11/16/22 17:30,23.06,23.499,357,27.347,3.192,56,82,0.296547,26.89098833,7,72,0,-2
44,11/16/22 17:40,23.06,23.322,361,20.921,-6.426,61.3,80,0.27386125,27.08454167,18,,0,-2
45,11/16/22 17:50,22.99,23.077,337,9.853,-11.068,55.8,75,0.23231525,27.27645833,10,70,0,-2
46,11/16/22 18:00,22.99,23.151,339,5.838,-4.015,62.2,75,0.25418425,27.01625667,7,76,0,-2
47,11/16/22 18:10,22.99,23.297,364,4.396,-1.442,62.2,76,0.26692175,26.75262333,32,,0,-2
48,11/16/22 18:20,22.94,23.102,343,3.538,-0.858,56,74,0.28943575,26.69684833,16,74,0,-2
49,11/16/22 18:30,22.92,23.035,351,3.485,-0.053,61.3,74,0.29940225,26.76890667,9,,0,-2
50,11/16/22 18:40,22.9,23.279,382,3.551,0.066,55.6,72,0.2558415,26.82429833,14,73,0,-2
51,11/16/22 18:50,22.87,23.438,359,2.909,-0.642,53.2,70,0.28433025,26.66489167,16,,0,-2
52,11/16/22 19:00,22.85,23.541,364,2.948,0.039,54.9,70,0.28616375,26.60555,42,,0,-1
53,11/16/22 19:10,22.82,23.663,388,3.076,0.128,57.5,68,0.2870655,26.75778333,70,103,0,-1
54,11/16/22 19:20,22.82,23.804,378,3.186,0.11,53.4,67,0.28778925,26.95360333,40,,0,-1
55,11/16/22 19:30,22.82,24.005,374,3.336,0.15,53.9,67,0.3330025,26.93768,55,86,0,-1
56,11/16/22 19:40,22.8,24.225,404,3.031,-0.305,72.5,66,0.28300775,26.04092333,70,103,0,-1
57,11/16/22 19:50,22.82,24.194,404,2.528,-0.503,55.1,65,0.00023925,24.220645,45,89,0,-1
58,11/16/22 20:00,22.8,100,398,2.492,-0.036,53.9,65,0.00076225,23.75741895,71,,0,-1
59,11/16/22 20:10,22.78,100,404,2.709,0.217,,64,,,78,98,0,-1
1,11/17/22 9:33,21.99,100,368,23.909,21.2,56,162,,,,,0,0
2,11/17/22 9:43,22.13,100,345,23.64,-0.269,53.7,165,,,,,0,0
3,11/17/22 9:53,22.03,100,378,17.095,-6.545,53.4,167,,,,,0,0
4,11/17/22 10:03,22.08,100,351,9.399,-7.696,55.6,170,,,,,0,0
5,11/17/22 10:13,22.15,100,349,7.381,-2.018,54.4,172,,,,,0,0
6,11/17/22 10:23,22.18,100,356,6.426,-0.955,53.4,172,,,,,0,0
7,11/17/22 10:33,22.2,100,350,5.966,-0.46,53.2,174,,,,,0,0
8,11/17/22 10:43,22.27,100,346,5.726,-0.24,53.2,175,,,,,0,0
9,11/17/22 10:53,22.32,100,342,5.912,0.186,53.4,176,,,,,0,0
10,11/17/22 11:03,22.35,100,377,5.338,-0.574,54.6,176,,,,,0,0
11,11/17/22 11:13,22.39,100,365,5.523,0.185,54.1,178,,,,,0,0
12,11/17/22 11:23,22.49,100,379,5.833,0.31,54.4,179,,,,,0,0
13,11/17/22 11:33,22.51,100,371,5.524,-0.309,54.1,179,,,,,0,0
14,11/17/22 11:43,22.61,100,362,5.053,-0.471,56.8,182,,26.79203544,,,0,0
15,11/17/22 11:53,22.68,100,370,5.436,0.383,58.7,181,,28.260405,,,0,0
16,11/17/22 12:03,22.78,100,364,4.603,-0.833,53.4,184,,27.59581833,48,78,0,0
17,11/17/22 12:13,22.87,100,357,4.584,-0.019,54.9,184,,27.83229833,7,58,0,0
18,11/17/22 12:23,22.9,100,357,4.327,-0.257,52.9,185,,27.40729667,21,72,0,0
19,11/17/22 12:33,22.94,100,372,4.126,-0.201,52.9,186,,27.34939,63,91,0,0
20,11/17/22 12:43,22.99,100,370,4.03,-0.096,52.9,188,,27.46224333,67,87,0,0
21,11/17/22 12:53,23.02,100,366,3.873,-0.157,52.9,187,,27.49841667,72,101,0,0
22,11/17/22 13:03,23.06,100,374,4.52,0.647,55.1,188,,27.56953833,62,88,0,0
23,11/17/22 13:13,23.09,100,356,4.858,0.338,58.9,189,,27.54772833,75,91,0,0
24,11/17/22 13:23,23.14,100,335,5.149,0.291,53.2,190,,27.43741667,78,92,0,0
25,11/17/22 13:33,23.16,100,347,6.199,1.05,54.4,192,,27.18961167,75,94,0,0
26,11/17/22 13:43,23.21,100,399,6.465,0.266,56.5,194,,27.10496667,78,93,0,0
27,11/17/22 13:53,23.26,100,369,6.757,0.292,55.8,195,,27.191845,75,90,0,0
28,11/17/22 14:03,23.28,100,373,7.267,0.51,53.7,190,,27.32349333,70,93,0,0
29,11/17/22 14:13,23.35,100,346,8.169,0.902,60.8,179,,27.100885,75,93,0,0
30,11/17/22 14:23,23.38,100,375,7.205,-0.964,52.9,168,,26.96049,61,91,0,0
31,11/17/22 14:33,23.4,100,365,6.502,-0.703,52.5,156,,26.745885,68,86,0,0
32,11/17/22 14:43,23.5,100,369,5.982,-0.52,56.8,142,0.00210625,27.20601167,78,88,0,0
33,11/17/22 14:53,24.1,23.083,365,6.941,0.959,56.5,130,0.002195,27.33980167,66,85,0,0
34,11/17/22 15:03,24.1,22.888,379,5.579,-1.362,52.9,119,0.00442725,27.23937667,63,82,0,-1
35,11/17/22 15:13,23.91,23.083,374,5.951,0.372,55.3,108,0.06917275,27.32066167,13,75,0,-1
36,11/17/22 15:23,23.76,23.279,390,6.043,0.092,53.9,96,0.06198075,26.72967667,83,105,0,-1
37,11/17/22 15:33,23.62,23.627,356,6.466,0.423,53.4,83,0.00432875,27.41843667,42,85,0,-1
38,11/17/22 15:43,23.5,23.566,340,6.28,-0.186,54.6,72,0.0047385,27.588144,72,91,0,-1
39,11/17/22 15:53,23.4,23.663,343,4.961,-1.319,53.7,70,,,10,71,0,-1
40,11/17/22 16:03,23.28,23.853,343,4.715,-0.246,54.4,70,,,,,0,-1
1,11/11/22 11:10,20.48,100,426,17.608,,54.7,170,,,22,75,1,0
2,11/11/22 11:20,21.17,100,406,16.835,-0.773,55.1,165,,,16,72,1,0
3,11/11/22 11:30,21.32,100,395,14.75,-2.085,54.9,160,,,10,64,1,0
4,11/11/22 11:40,21.56,37.103,401,12.493,-2.257,54.9,155,,,14,72,1,0
5,11/11/22 11:50,21.72,36.462,377,11.062,-1.431,55.3,152,,,11,69,1,0
6,11/11/22 12:00,21.84,35.84,382,10.277,-0.785,60.6,150,,,54,95,1,0
7,11/11/22 12:10,21.96,34.625,374,8.672,-1.605,68,145,,,,,1,0
8,11/11/22 12:20,22.08,34.515,368,6.964,-1.708,57.5,142,,,,,1,0
9,11/11/22 12:30,22.13,34.058,372,5.805,-1.159,56.5,136,,,,,1,0
10,11/11/22 12:40,22.2,33.539,355,5.571,-0.234,54.4,132,,,,,1,0
11,11/11/22 12:50,22.27,32.916,367,5.303,-0.268,53.9,130,,,,,1,0
12,11/11/22 13:00,22.35,32.782,369,5.244,-0.059,55.1,130,,,,,0,-1
13,11/11/22 13:10,22.44,32.617,387,5.258,0.014,57.7,131,,28.19008136,79,98,0,-1
14,11/11/22 13:20,22.61,32.91,416,5.54,0.282,53.9,131,0.01054625,29.33907,94,100,0,-1
15,11/11/22 13:30,22.63,32.764,352,5.905,0.365,54.3,130,0.01241675,30.00758167,72,86,0,-1
16,11/11/22 13:40,22.68,32.758,364,6.522,0.617,54.1,127,0.02105275,31.48318,81,94,0,-1
17,11/11/22 13:50,22.7,32.556,350,6.348,-0.174,55.1,124,0.051046,33.00784167,36,76,0,-1
18,11/11/22 14:00,22.68,31.891,378,5.712,-0.636,57.2,122,0.0680505,33.46828,41,73,0,-1
19,11/11/22 14:10,22.73,31.97,364,6.143,0.431,53.7,120,0.0894095,33.356285,11,74,0,-1
20,11/11/22 14:20,22.75,31.207,372,6.192,0.049,53.7,118,0.09109425,32.81938833,23,69,0,-1
21,11/11/22 14:30,22.82,31.134,392,6.316,0.124,53.9,118,0.04127275,31.97587833,65,100,0,-1
22,11/11/22 14:40,22.85,31.183,372,6.704,0.388,54.9,114,0.0221685,31.20410333,92,104,0,-1
23,11/11/22 14:50,22.9,31.134,384,8.407,1.703,55.3,111,0.01003,30.84094833,10,64,0,-1
24,11/11/22 15:00,22.99,31.506,376,6.979,-1.428,54.4,106,0.01021025,30.68771048,23,,0,-1
25,11/11/22 15:10,23.09,31.58,378,7.753,0.774,58.4,105,0.009731,30.27208667,,,0,-1
26,11/11/22 15:20,23.11,31.47,370,7.63,-0.123,53.7,104,0.01318275,30.114195,,,0,-1
27,11/11/22 15:30,23.16,31.641,416,6.724,-0.906,53.4,105,0.012436,29.98480833,18,69,0,-1
28,11/11/22 15:40,23.18,31.464,371,5.843,-0.881,53.9,102,0.00715925,29.74528167,7,67,0,-1
29,11/11/22 15:50,23.88,31.238,391,5.853,0.01,53.4,100,0.00980725,30.2770384,12,72,0,-1
30,11/11/22 16:00,23.5,31.274,364,6.042,0.189,55.1,97,0.0169515,30.03943167,30,75,0,-1
31,11/11/22 16:10,23.38,30.28,387,5.767,-0.275,55.8,98,0.01340925,29.86474667,20,69,0,-1
32,11/11/22 16:20,23.28,30.109,383,6.119,0.352,54.6,90,0.01533675,29.94108,29,75,0,-1
33,11/11/22 16:30,23.23,29.81,360,6.424,0.305,55.1,92,0.01610875,29.90071833,63,80,0,-1
34,11/11/22 16:40,23.18,29.767,371,6.297,-0.127,55.3,86,0.0171145,30.10812333,34,76,0,-1
35,11/11/22 16:50,23.18,29.23,364,6.438,0.141,56.3,88,0.02123275,30.23810667,53,83,0,-1
36,11/11/22 17:00,23.11,29.468,366,6.998,0.56,58,88,0.01211475,29.46200833,19,79,-1,-3
37,11/11/22 17:10,23.11,29.407,335,6.931,-0.067,62.2,86,0.006174,29.586135,18,74,-1,-3
38,11/11/22 17:20,23.06,29.449,359,8.629,1.698,53.7,84,0.01583425,30.20811853,33,82,-1,-3
39,11/11/22 17:30,23.02,29.553,374,9.2,0.571,53.7,76,0.0178005,30.00608,29,71,-1,-3
40,11/11/22 17:40,22.94,29.578,345,9.481,0.281,53.4,79,0.02254025,29.69270833,68,91,-1,-3
41,11/11/22 17:50,22.92,29.657,359,9.562,0.081,54.9,79,0.012557,29.59888,19,72,-1,-3
42,11/11/22 18:00,22.9,29.529,352,10.626,1.064,53.4,77,0.008778,29.22616833,69,89,-1,-3
43,11/11/22 18:10,22.82,29.968,370,12.012,1.386,53.9,75,0.01075325,29.17227167,45,78,-1,-3
44,11/11/22 18:20,22.78,30.322,332,11.842,-0.17,57.2,75,0.00573725,29.50285857,44,82,-1,-3
45,11/11/22 18:30,22.73,30.621,348,11.547,-0.295,53.7,72,0.0117675,29.81442667,14,70,-1,-3
46,11/11/22 18:40,22.7,30.963,350,11.628,0.081,57.5,72,0.01340325,30.21596,24,74,-1,-3
47,11/11/22 18:50,22.7,31.354,350,13.971,2.343,59.1,72,0.01618025,28.34570667,54,81,-1,-3
48,11/11/22 19:00,22.7,31.708,344,15.541,1.57,58.7,72,0.001124,24.23465833,4,62,-2,-3
1,11/12/22 13:40,22.35,35.742,395,7.367,-8.174,,180,,30.52050833,21,74,0,0
2,11/12/22 13:50,22.58,34.924,389,6.901,-0.466,,185,,30.45459444,54,83,0,0
3,11/12/22 14:00,22.58,34.204,342,6.099,-0.802,,187,0.0159245,30.84704833,12,72,0,0
4,11/12/22 14:10,22.7,33.856,350,5.918,-0.181,,190,0.023546,31.05636833,48,77,0,0
5,11/12/22 14:20,22.78,33.441,334,6.273,0.355,,182,0.03944025,31.32015192,36,79,0,0
6,11/12/22 14:30,22.82,33.179,357,6.143,-0.13,,182,0.049867,31.66375167,22,71,0,0
7,11/12/22 14:40,22.87,32.819,349,6.839,0.696,,175,0.0513615,30.84926162,38,81,0,0
8,11/12/22 14:50,23.42,32.22,349,7.749,0.91,,171,,,26,76,0,0
9,11/12/22 15:00,24.22,31.677,324,7.655,-0.094,,168,,,46,79,0,1
10,11/12/22 15:10,24.19,31.677,367,7.426,-0.229,,166,,,23,73,0,1
11,11/12/22 15:20,24,32.422,361,7.526,0.1,,158,,,28,76,0,1
12,11/12/22 15:30,23.86,33.118,364,7.531,0.005,,153,,,15,76,0,1
13,11/12/22 15:40,23.76,33.997,352,7.61,0.079,,153,,,11,72,0,1
14,11/12/22 15:50,23.64,35.15,344,8.059,0.449,,149,,,70,96,0,1
15,11/12/22 16:00,23.54,35.84,342,8.799,0.74,,143,0.01034475,29.287435,12,75,0,1
16,11/12/22 16:10,23.5,36.084,360,8.673,-0.126,,138,0.01101975,29.23543167,13,71,0,1
17,11/12/22 16:20,23.45,36.066,381,9.025,0.352,,135,0.0047585,29.33673333,7,61,0,1
18,11/12/22 16:30,23.35,36.041,351,8.194,-0.831,,130,0.007317,29.51236167,8,76,0,1
19,11/12/22 16:40,23.28,36.237,369,6.933,-1.261,,129,0.0139165,29.87824,21,68,0,1
20,11/12/22 16:50,23.21,36.414,355,4.937,-1.996,,129,0.02300475,29.68331333,4,50,0,1
21,11/12/22 17:00,23.11,36.633,364,4.922,-0.015,,127,0.0106425,29.68013333,19,77,1,-1
22,11/12/22 17:10,23.06,37.103,368,6.635,1.713,,127,0.01721,29.90837833,6,67,1,-1
23,11/12/22 17:20,23.02,37.805,355,8.515,1.88,,123,0.011726,29.68914333,24,78,1,-1
24,11/12/22 17:30,22.97,38.507,368,8.102,-0.413,,122,0.01472275,30.01259667,37,80,1,-1
25,11/12/22 17:40,22.97,39.386,357,8.401,0.299,,122,0.0241495,28.57934167,9,87,1,-1
26,11/12/22 17:50,22.92,40.186,370,9.06,0.659,,120,0.004061,25.73119333,31,80,1,-1
27,11/12/22 18:00,22.85,41.083,384,8.717,-0.343,,123,0.00225675,27.34268,53,80,1,-1
28,11/12/22 18:10,22.82,41.144,361,10.033,1.316,,120,0.00578425,26.98439333,59,89,1,-1
29,11/12/22 18:20,22.8,41.388,361,10.912,0.879,,119,0.00051675,27.67688167,74,92,1,-1
30,11/12/22 18:30,22.78,41.467,368,13.183,2.271,,119,0.0037555,29.31842667,84,98,1,-1
31,11/12/22 18:40,22.73,41.486,367,13.785,0.602,,115,0.00747975,29.21224833,80,96,1,-1
32,11/12/22 18:50,22.7,41.534,375,16.289,2.504,,117,0.0074355,28.39304333,12,77,1,-1
33,11/12/22 19:00,22.68,41.62,377,18.551,2.262,,117,0.004848,27.04211167,27,77,0,-2
34,11/12/22 19:10,22.68,41.785,356,21.028,2.477,,112,0.00912475,27.03656167,,,0,-2
35,11/12/22 19:20,22.73,42.041,371,20.309,-0.719,,112,0.00414025,25.08590152,,,0,-2
36,11/12/22 19:30,22.7,42.407,375,20.441,0.132,,110,,,,,0,-2
1,11/13/22 11:10,19.51,0,389,30.672,10.231,54.6,107,0.00607425,30.93045,,,0,0
2,11/13/22 11:20,20.48,0,370,31.728,1.056,54.1,123,0.01365175,32.31595833,70,82,0,0
3,11/13/22 11:30,20.84,41.425,361,36.175,4.447,54.9,131,0.0215855,32.61373667,75,81,0,0
4,11/13/22 11:40,21.17,40.35,358,38.623,2.448,55.3,145,0.02750375,32.66662167,72,77,0,0
5,11/13/22 11:50,21.46,39.124,367,40.503,1.88,53.9,152,0.02765525,32.80748167,74,78,0,0
6,11/13/22 12:00,21.7,38.086,343,40.55,0.047,53.4,167,0.03166625,32.56256833,77,86,0,0
7,11/13/22 12:10,21.84,36.908,337,39.007,-1.543,52.9,174,0.03058625,32.45203,67,77,0,0
8,11/13/22 12:20,21.99,36.462,349,35.26,-3.747,59.4,184,0.04968025,32.55286667,59,69,0,0
9,11/13/22 12:30,22.11,35.895,343,29.95,-5.31,54.1,196,0.055645,32.5208,49,75,0,0
10,11/13/22 12:40,22.2,35.455,316,30.484,0.534,52.7,206,0.06296125,32.307935,65,78,0,0
11,11/13/22 12:50,22.3,34.93,350,30.032,-0.452,54.4,217,0.0276225,31.34578333,49,66,0,0
12,11/13/22 13:00,22.37,34.546,328,28.586,-1.446,52.9,220,0.00726125,26.072895,,,-1,1
13,11/13/22 13:10,22.44,34.021,321,28.153,-0.433,55.6,216,-0.00287675,24.21716,,,-1,1
14,11/13/22 13:20,22.51,33.984,340,29.767,1.614,52.9,208,0.00161875,28.79951167,71,78,-1,1
15,11/13/22 13:30,22.54,49.994,342,27.17,-2.597,54.4,203,0.005448,30.495115,81,83,-1,1
16,11/13/22 13:40,22.61,33.142,327,25.006,-2.164,53.2,199,0.007452,31.55476333,90,92,-1,1
17,11/13/22 13:50,22.66,32.703,346,25.472,0.466,60.1,191,0.0138125,32.652485,87,93,-1,1
18,11/13/22 14:00,22.73,31.958,340,25.54,0.068,53.7,186,0.0123105,33.43298167,81,85,-1,1
19,11/13/22 14:10,22.8,31.708,332,25.454,-0.086,53.7,182,0.02665475,33.67479167,72,81,-1,1
20,11/13/22 14:20,22.85,31.824,345,26.089,0.635,52.9,174,0.01281675,33.18141265,70,76,-1,1
21,11/13/22 14:30,22.92,31.641,355,25.26,-0.829,53.4,166,0.0213975,33.73476667,72,77,-1,1
22,11/13/22 14:40,23.06,31.482,347,25.245,-0.015,52.7,163,0.04569475,33.83903333,72,78,-1,1
23,11/13/22 14:50,23.79,31.207,317,25.483,0.238,52.9,158,0.0634705,34.07242667,66,77,-1,1
24,11/13/22 15:00,24.39,0,338,24.594,-0.889,54.4,153,0.06215375,34.13520167,66,78,-1,-1
25,11/13/22 15:10,24.27,0,318,23.278,-1.316,59.1,143,0.08188075,34.09844333,72,85,-1,-1
26,11/13/22 15:20,24.07,33.112,337,22,-1.278,60.6,141,0.058355,34.36780833,66,73,-1,-1
27,11/13/22 15:30,23.91,34.094,329,22.14,0.14,52.9,131,0.0587895,34.16595993,62,76,-1,-1
28,11/13/22 15:40,23.76,35.12,329,13.052,-9.088,57.7,127,0.0223785,33.32278037,92,103,-1,-1
29,11/13/22 15:50,23.69,36.42,346,10.197,-2.855,52.7,121,0.01385825,32.59254849,93,100,-1,-1
30,11/13/22 16:00,23.62,36.859,340,9.082,-1.115,58.2,113,,,81,84,-1,-1
31,11/13/22 16:10,23.57,37.103,344,8.732,-0.35,52.7,106,,,84,90,-1,-1
32,11/13/22 16:20,23.47,37.28,351,7.301,-1.431,52.7,101,,,81,90,-1,-1
33,11/13/22 16:30,23.4,37.354,353,6.496,-0.805,52.7,99,,,81,82,-1,-1
34,11/13/22 16:40,23.35,37.427,341,5.944,-0.552,52.7,87,,,89,92,-1,-1
35,11/13/22 16:50,23.26,37.579,345,5.826,-0.118,54.1,85,,,87,95,-1,-1
36,11/13/22 17:00,23.21,37.793,335,5.193,-0.633,52.7,79,,,84,83,0,-1
37,11/13/22 17:10,23.16,38.306,355,4.924,-0.269,52.9,71,,,90,99,0,-1
38,11/13/22 17:20,23.09,38.977,337,4.49,-0.434,52.7,68,,,86,87,0,-1
39,11/13/22 17:30,23.06,39.746,343,3.921,-0.569,52.7,59,,,85,85,0,-1
40,11/13/22 17:40,23.06,40.771,364,3.761,-0.16,52.7,56,,,61,79,0,-1
41,11/13/22 17:50,22.99,41.638,361,3.86,0.099,55.1,48,,,87,93,0,-1
42,11/13/22 18:00,22.99,42.48,353,4.124,0.264,53.2,34,,,49,71,0,-1
43,11/13/22 18:10,22.97,43.115,353,3.876,-0.248,53.9,34,,,57,73,0,-1
44,11/13/22 18:20,22.94,43.591,372,3.838,-0.038,53.7,32,,,84,93,0,-1
45,11/13/22 18:30,22.92,43.921,370,3.647,-0.191,52.7,32,,,80,88,0,-1
46,11/13/22 18:40,22.9,44.305,368,3.132,-0.515,54.1,30,,,75,84,0,-1
47,11/13/22 18:50,22.87,44.617,370,2.425,-0.707,59.9,30,,,66,77,0,-1
48,11/13/22 19:00,22.87,44.818,384,1.931,-0.494,55.1,30,,,43,67,0,-2
1,11/15/22 10:20,18.94,45.166,434,19.222,,58.4,130,,,1,63,0,0
2,11/15/22 10:30,20.2,41.986,433,19.8,0.578,56.5,135,,,71,93,0,0
3,11/15/22 10:40,20.72,39.874,429,19.927,0.127,64.9,137,,,48,82,0,0
4,11/15/22 10:50,21.13,38.544,432,18.078,-1.849,60.6,139,,,63,88,0,0
5,11/15/22 11:00,21.46,37.787,399,16.889,-1.189,63.7,142,,,24,76,0,0
6,11/15/22 11:10,21.65,37.042,427,15.506,-1.383,54.4,146,,,21,73,0,0
7,11/15/22 11:20,21.87,36.407,378,14.368,-1.138,58,148,,,76,93,0,0
8,11/15/22 11:30,21.99,35.956,372,14.244,-0.124,55.1,151,,,75,92,0,0
9,11/15/22 11:40,22.13,35.156,382,14.603,0.359,61.1,156,,,66,90,0,0
10,11/15/22 11:50,22.23,34.76,383,14.584,-0.019,56.8,160,,,60,93,0,0
11,11/15/22 12:00,22.3,34.473,385,14.839,0.255,53.4,160,,,63,92,0,0
12,11/15/22 12:10,22.42,34.32,389,14.837,-0.002,56.3,167,0.0199385,28.19120098,49,86,0,0
13,11/15/22 12:20,22.51,34.113,393,14.678,-0.159,56,167,0.03558425,30.76050584,60,86,0,0
14,11/15/22 12:30,22.61,33.936,430,15.286,0.608,57.5,173,0.0375245,31.13664725,55,85,0,0
15,11/15/22 12:40,22.78,34.247,434,15.226,-0.06,57.7,177,0.0447395,31.12822833,54,85,0,0
16,11/15/22 12:50,22.87,33.16,408,14.948,-0.278,53.7,176,0.050552,31.06616333,66,86,0,0
17,11/15/22 13:00,22.97,33.197,437,14.428,-0.52,55.6,180,0.0543725,30.96775167,48,87,0,0
18,11/15/22 13:10,23.06,32.916,424,13.749,-0.679,54.4,186,0.0560755,30.97425667,60,,0,0
19,11/15/22 13:20,23.16,32.819,409,13.728,-0.021,54.4,187,0.0634255,31.08844,48,77,0,0
20,11/15/22 13:30,23.26,32.507,405,15.605,1.877,55.3,192,0.070025,30.96864,56,,0,0
21,11/15/22 13:40,23.33,32.367,428,17.395,1.79,52.7,190,0.07623725,30.85693667,50,83,0,0
22,11/15/22 13:50,23.38,32.69,400,17.624,0.229,53.9,194,0.0789,30.60786667,51,79,0,0
23,11/15/22 14:00,23.42,32.819,410,16.126,-1.498,52.9,198,0.0830285,30.33782,66,86,0,0
24,11/15/22 14:10,23.5,32.947,445,16.266,0.14,53.7,203,0.0874515,30.11134333,66,,0,0
25,11/15/22 14:20,23.5,33.49,402,16.175,-0.091,53.9,205,0.09249525,29.92866333,69,86,0,0
26,11/15/22 14:30,23.52,33.728,419,15.324,-0.851,66.1,206,0.09716,29.73377167,60,88,0,0
27,11/15/22 14:40,23.59,33.911,413,13.898,-1.426,53.9,210,0.100031,29.820105,57,84,0,0
28,11/15/22 14:50,24.07,33.948,411,13.169,-0.729,53.9,215,0.1058155,29.90301167,66,,0,0
29,11/15/22 15:00,24.68,33.252,382,10.791,-2.378,53.4,220,0.10852825,29.84335167,63,87,1,-1
30,11/15/22 15:10,24.58,33.539,428,9.576,-1.215,53.9,213,0.113406,29.878005,75,89,1,-1
31,11/15/22 15:20,24.27,34.375,393,8.804,-0.772,53.7,204,0.01628275,26.48424333,57,79,1,-1
32,11/15/22 15:30,24.1,35.028,397,8.842,0.038,55.1,193,0.01552025,24.26284167,55,78,1,-1
33,11/15/22 15:40,23.98,35.62,413,9.404,0.562,55.6,188,0.01687725,23.77932667,63,,1,-1
34,11/15/22 15:50,23.88,35.913,406,10.362,0.958,54.1,179,0.01532425,23.56413189,53,91,1,-1
